palabra,ico-m,ico-sd,palabra_noaccents
copiosa,4.1,1.586,copiosa
copla,2.952,1.564,copla
coproducción,2.16,1.546,coproduccion
coqueta,3.65,1.814,coqueta
coquetería,2.381,1.564,coqueteria
coraje,2.526,1.645,coraje
coraza,2.87,1.89,coraza
corcel,2.0,1.291,corcel
corchetes,2.75,1.86,corchetes
cordel,3.6,1.915,cordel
cordial,2.56,1.417,cordial
cordialidad,2.522,1.78,cordialidad
cordillera,2.5,1.606,cordillera
cordobés,3.417,2.32,cordobes
cordón,2.96,1.881,cordon
cordura,2.045,1.29,cordura
coreano,3.44,2.162,coreano
coreografía,3.7,1.75,coreografia
coreógrafo,3.0,1.958,coreografo
cornear,3.88,2.261,cornear
córner,3.095,1.729,corner
corneta,2.381,1.936,corneta
cornisa,2.6,1.826,cornisa
cornudo,2.609,1.559,cornudo
coro,4.12,2.186,coro
corola,2.312,1.662,corola
coronación,3.28,1.99,coronacion
coronar,4.2,2.082,coronar
coronarias,2.65,2.159,coronarias
coronario,2.19,1.914,coronario
coronel,2.875,1.849,coronel
corporación,2.667,1.834,corporacion
corporal,4.0,1.956,corporal
corporativa,2.68,1.909,corporativa
corpulento,4.6,1.915,corpulento
corral,2.227,1.51,corral
corralito,3.261,2.027,corralito
correa,2.273,1.609,correa
correcta,3.182,1.943,correcta
corregimiento,2.789,1.686,corregimiento
corregir,3.2,1.607,corregir
correlación,3.6,1.893,correlacion
correspondencia,2.478,1.702,correspondencia
corresponder,2.526,1.611,corresponder
correspondiente,1.762,1.338,correspondiente
corresponsal,2.7,1.867,corresponsal
corrida,2.81,1.721,corrida
corriente,3.36,1.912,corriente
corroborar,2.68,1.676,corroborar
corrosión,3.619,1.884,corrosion
corrupción,2.762,1.868,corrupcion
corsarios,2.87,1.938,corsarios
corsé,3.417,1.692,corse
cortacésped,3.32,1.973,cortacesped
cortafríos,2.8,2.093,cortafrios
cortante,3.84,1.951,cortante
cortar,2.636,1.706,cortar
cortatijeras,3.95,2.35,cortatijeras
cortejo,1.905,1.48,cortejo
cortés,2.55,1.877,cortes
cortesano,2.68,1.749,cortesano
cortijo,2.217,1.445,cortijo
corto,3.905,1.578,corto
cortometraje,2.727,1.638,cortometraje
corva,2.85,2.059,corva
coscorrón,3.565,2.15,coscorron
cosecha,3.92,1.801,cosecha
cosechadora,3.143,1.59,cosechadora
cosechar,3.64,2.079,cosechar
coser,2.13,1.576,coser
cósmica,3.667,2.014,cosmica
cosmología,2.048,1.431,cosmologia
cosmopolita,2.95,2.282,cosmopolita
costado,2.84,2.095,costado
costar,2.36,1.319,costar
costarricense,2.222,1.833,costarricense
coste,3.381,1.83,coste
costear,2.5,1.739,costear
costera,2.682,1.887,costera
costillas,2.304,1.46,costillas
costoso,3.6,1.607,costoso
costra,4.167,2.16,costra
costumbrista,2.091,1.411,costumbrista
costura,1.917,1.316,costura
costurera,3.042,1.989,costurera
cota,2.826,1.696,cota
cotidiana,3.12,1.563,cotidiana
cotización,2.44,2.083,cotizacion
cotizar,2.545,1.819,cotizar
coto,1.826,1.072,coto
country,2.96,1.767,country
coyote,2.16,1.143,coyote
coyuntura,2.421,1.427,coyuntura
coyuntural,1.615,0.768,coyuntural
crac,5.375,2.102,crac
crack,5.05,2.188,crack
craneal,2.875,1.541,craneal
cráter,2.6,1.826,crater
creador,2.045,1.618,creador
creadora,2.13,1.424,creadora
crear,3.4,2.257,crear
creativa,1.619,0.973,creativa
creces,1.381,1.161,creces
creciente,3.619,2.109,creciente
credibilidad,2.826,1.723,credibilidad
crédito,1.524,1.167,credito
credo,2.81,1.778,credo
credulidad,2.167,1.685,credulidad
creer,2.05,1.605,creer
creíble,2.087,1.24,creible
crema,2.619,1.596,crema
cresta,4.4,1.958,cresta
cretino,2.818,1.816,cretino
creyente,2.13,1.546,creyente
cría,2.727,1.695,cria
criada,1.667,1.461,criada
crianza,2.64,1.8,crianza
criar,2.083,1.586,criar
cric,4.611,2.725,cric
criminalidad,2.682,1.836,criminalidad
criolla,2.76,2.006,criolla
cripta,2.739,1.815,cripta
criptografía,2.762,1.67,criptografia
críquet,3.095,1.947,criquet
crisantemo,1.833,1.543,crisantemo
crispación,2.95,2.038,crispacion
cristales,3.19,2.064,cristales
cristalina,3.591,1.968,cristalina
cristalización,3.44,2.103,cristalizacion
cristiana,2.286,1.488,cristiana
cristiandad,2.333,1.683,cristiandad
cristianismo,2.565,1.754,cristianismo
cristiano,2.64,1.912,cristiano
cristo,2.783,2.194,cristo
crítica,3.08,1.977,critica
criticar,3.32,1.749,criticar
crítico,3.167,1.341,critico
croar,5.208,2.245,croar
croata,2.6,2.121,croata
cromática,2.667,1.77,cromatica
cromos,2.6,1.729,cromos
cromosoma,2.091,1.716,cromosoma
crónica,5.625,2.039,cronica
cronista,2.2,1.291,cronista
cronología,2.636,2.036,cronologia
cronológico,3.273,1.804,cronologico
croquet,2.8,1.74,croquet
crucería,4.958,1.853,cruceria
crucial,2.15,1.531,crucial
crudeza,3.05,2.089,crudeza
crudo,3.217,2.066,crudo
crujido,5.36,1.912,crujido
crujir,4.429,1.964,crujir
cruz,3.381,2.061,cruz
cruzada,2.667,1.528,cruzada
cruzar,3.227,1.998,cruzar
cuadernillo,3.76,2.047,cuadernillo
cuadra,2.364,1.916,cuadra
cuadrangular,2.45,1.849,cuadrangular
cuadrante,3.92,2.308,cuadrante
cuadrilla,2.8,1.893,cuadrilla
cual,2.24,1.535,cual
cualidad,2.421,1.774,cualidad
cualificación,1.95,1.276,cualificacion
cualitativo,2.84,1.625,cualitativo
cualquier,1.826,1.557,cualquier
cuándo,2.455,1.819,cuando
cuantía,3.217,2.255,cuantia
cuántica,2.85,1.872,cuantica
cuantificación,3.045,1.647,cuantificacion
cuantificar,3.3,2.25,cuantificar
cuantitativa,3.16,1.972,cuantitativa
cuanto,2.458,1.56,cuanto
cuarcita,2.227,1.66,cuarcita
cuarenta,1.238,0.7,cuarenta
cuarentena,3.92,2.139,cuarentena
cuarta,2.52,1.806,cuarta
cuartel,2.762,1.895,cuartel
cuarteto,4.6,2.041,cuarteto
cuartilla,3.0,1.683,cuartilla
cuartito,3.667,1.88,cuartito
cuarzo,1.053,0.229,cuarzo
cuasi,2.429,1.63,cuasi
cuatrimestre,2.4,1.789,cuatrimestre
cuatro,3.44,1.917,cuatro
cubalibre,4.0,2.145,cubalibre
cubano,2.773,2.022,cubano
cubata,2.96,2.051,cubata
cubeta,2.36,1.524,cubeta
cúbico,3.45,1.877,cubico
cubierta,2.92,1.891,cubierta
cubiertos,2.045,1.759,cubiertos
cubismo,2.96,1.513,cubismo
cúbito,2.667,1.742,cubito
cubrir,3.125,1.918,cubrir
cucharada,3.458,2.226,cucharada
cucharilla,3.667,1.834,cucharilla
cucharón,4.44,2.123,cucharon
cuchichear,5.92,1.47,cuchichear
cuchicheo,3.952,2.247,cuchicheo
cuchilla,3.92,1.956,cuchilla
cuclillas,3.722,2.052,cuclillas
cuco,5.458,2.085,cuco
cucú,6.143,1.276,cucu
cuelga,2.1,1.619,cuelga
cuello,2.64,1.846,cuello
cuenca,2.19,1.887,cuenca
cuenta,2.36,1.729,cuenta
cuerno,2.792,1.668,cuerno
cuero,3.48,2.044,cuero
cuesco,3.048,1.774,cuesco
cuestionable,3.4,1.78,cuestionable
cuestionamiento,2.524,1.662,cuestionamiento
cuestionar,3.524,1.75,cuestionar
cuestionario,2.87,1.74,cuestionario
cuida,1.909,1.269,cuida
cuidado,3.36,2.079,cuidado
cuidador,2.75,2.049,cuidador
cuidadosa,3.217,1.93,cuidadosa
culata,2.714,1.793,culata
culminación,4.0,2.138,culminacion
culminante,3.44,1.96,culminante
culminar,2.72,2.011,culminar
culo,2.667,1.958,culo
culpar,2.857,1.824,culpar
culta,1.857,1.315,culta
cultivar,2.667,2.196,cultivar
cultivo,2.32,1.701,cultivo
cultura,3.091,1.716,cultura
culturismo,2.263,1.593,culturismo
cumbia,3.3,2.179,cumbia
cumbre,3.52,2.084,cumbre
cumplimiento,2.05,1.538,cumplimiento
cumplir,3.05,2.188,cumplir
cúmulo,3.238,1.729,cumulo
cuna,2.476,1.662,cuna
cundir,2.095,1.609,cundir
cuneta,1.905,1.179,cuneta
cuña,3.24,1.786,cuna
cuñada,2.391,1.751,cunada
cuñado,3.19,1.965,cunado
cuota,1.143,0.478,cuota
cupo,1.81,1.632,cupo
cúpula,3.88,2.007,cupula
curador,2.409,1.79,curador
curiosidad,2.44,1.938,curiosidad
curo,2.0,1.214,curo
currículo,1.789,1.273,curriculo
currículum,2.6,1.803,curriculum
curry,3.524,1.834,curry
cursar,2.167,1.373,cursar
cursiva,4.05,2.328,cursiva
curva,2.571,1.63,curva
curvatura,3.917,2.165,curvatura
cúspide,3.81,1.834,cuspide
custodia,2.68,1.994,custodia
dados,2.72,1.838,dados
dale,3.458,2.206,dale
damas,2.783,1.858,damas
dame,2.8,1.936,dame
dance,3.0,1.414,dance
danés,2.16,1.675,danes
danzar,2.783,1.976,danzar
data,2.32,1.865,data
datación,2.85,2.007,datacion
datar,1.8,1.152,datar
dátil,1.9,1.553,datil
dato,3.36,1.89,dato
datos,3.1,2.049,datos
debajo,3.28,2.246,debajo
debate,2.522,1.78,debate
debatir,2.4,1.472,debatir
deber,2.16,1.599,deber
debido,1.261,0.864,debido
debilidad,2.714,1.793,debilidad
debilitamiento,3.714,1.953,debilitamiento
debilitar,2.524,1.721,debilitar
debut,2.522,1.648,debut
debutar,2.667,1.659,debutar
decadente,3.182,1.943,decadente
decaer,2.44,1.635,decaer
decaimiento,2.211,1.437,decaimiento
decalitro,2.25,1.682,decalitro
decámetro,2.667,1.903,decametro
decano,2.44,1.758,decano
decatlón,2.174,1.749,decatlon
decena,2.667,1.826,decena
decencia,2.16,1.214,decencia
decenio,3.143,1.905,decenio
decente,2.043,1.107,decente
decepción,2.739,1.544,decepcion
decepcionante,2.667,1.798,decepcionante
decibelios,3.4,2.0,decibelios
décima,3.25,2.149,decima
decimal,3.042,1.967,decimal
decímetro,4.05,2.235,decimetro
décimo,2.458,2.064,decimo
decir,1.762,1.221,decir
decirlo,1.92,1.412,decirlo
decisión,2.45,1.701,decision
decisivo,2.632,1.571,decisivo
decisorio,2.72,1.838,decisorio
declaración,2.727,2.272,declaracion
declarar,2.609,1.53,declarar
declinación,2.76,1.877,declinacion
declinar,2.429,1.72,declinar
decora,2.68,1.952,decora
decoración,2.48,1.873,decoracion
decorado,2.429,1.805,decorado
decorativo,2.435,1.619,decorativo
decreciente,3.72,1.904,decreciente
decretar,1.947,1.433,decretar
decreto,2.16,1.106,decreto
dedicación,2.381,1.627,dedicacion
dedicar,2.0,1.483,dedicar
dedos,1.957,1.522,dedos
deducción,3.16,1.519,deduccion
deducir,2.091,1.342,deducir
defectuosa,2.522,1.78,defectuosa
defensa,2.783,1.678,defensa
defensiva,2.167,1.606,defensiva
defensor,2.875,1.777,defensor
defensora,2.476,1.778,defensora
deferencia,2.421,1.575,deferencia
deficiencia,2.714,1.978,deficiencia
deficiente,1.909,1.109,deficiente
déficit,3.348,2.102,deficit
definición,1.524,1.078,definicion
definir,2.85,1.496,definir
definitiva,3.52,1.806,definitiva
deforestación,2.045,1.463,deforestacion
deformación,2.727,1.518,deformacion
defraudar,2.545,1.711,defraudar
defunción,3.36,1.729,defuncion
degradar,3.105,1.729,degradar
degustar,2.56,1.71,degustar
dehesa,1.941,1.088,dehesa
deidad,2.529,1.841,deidad
dejar,2.96,1.744,dejar
dejo,2.583,1.909,dejo
delante,2.238,1.64,delante
delantera,1.571,1.363,delantera
delantero,3.13,2.117,delantero
delegación,2.476,1.289,delegacion
delegado,2.6,1.633,delegado
delegar,2.87,1.817,delegar
deliberación,2.792,1.641,deliberacion
deliberar,2.85,1.663,deliberar
delicia,3.85,1.899,delicia
delictiva,3.12,2.048,delictiva
delimitación,3.12,1.74,delimitacion
delimitar,2.652,1.921,delimitar
delineante,2.0,1.622,delineante
delirante,2.875,1.941,delirante
delito,4.706,1.863,delito
delta,2.125,1.65,delta
demagogia,2.524,1.401,demagogia
demanda,2.52,1.503,demanda
demandada,1.762,1.3,demandada
demandado,2.478,1.473,demandado
demandante,2.625,1.765,demandante
demandar,2.476,1.632,demandar
demarcación,3.043,1.965,demarcacion
demás,2.87,2.096,demas
demasía,3.5,1.654,demasia
demasiado,2.667,1.592,demasiado
demo,2.053,1.545,demo
demócrata,2.25,1.871,democrata
democrático,3.348,2.248,democratico
democratización,3.318,1.985,democratizacion
democristiano,2.227,1.798,democristiano
demografía,2.682,1.961,demografia
demográfico,2.318,1.585,demografico
demoler,3.714,2.148,demoler
demolición,3.087,1.998,demolicion
demora,2.421,1.644,demora
demorar,1.952,1.161,demorar
demostración,2.304,1.46,demostracion
demostrar,2.625,1.907,demostrar
demostrativo,2.56,1.895,demostrativo
denegación,4.16,2.055,denegacion
denegar,2.524,1.721,denegar
denim,2.429,2.065,denim
denominación,2.76,1.899,denominacion
denominador,2.45,1.538,denominador
denotar,2.895,1.729,denotar
densa,3.476,2.136,densa
densidad,3.04,2.15,densidad
dentadura,3.333,2.331,dentadura
dental,4.083,2.145,dental
dentro,3.2,1.826,dentro
denunciar,2.682,1.756,denunciar
departamental,2.5,1.719,departamental
departamento,2.941,1.952,departamento
dependencia,2.952,1.83,dependencia
depender,2.227,1.27,depender
dependiente,3.24,2.067,dependiente
deplorable,3.0,1.931,deplorable
deponer,2.826,1.825,deponer
deportación,4.05,2.417,deportacion
deporte,2.857,1.59,deporte
deportiva,3.238,2.322,deportiva
deportivo,3.88,2.205,deportivo
deposición,2.957,1.692,deposicion
depositar,2.458,1.587,depositar
depósito,3.68,1.973,deposito
depreciación,2.381,1.687,depreciacion
depredador,2.65,1.424,depredador
deprimente,4.24,1.809,deprimente
deprisa,3.44,1.805,deprisa
depuración,2.75,1.773,depuracion
depurar,2.1,1.714,depurar
derby,2.588,1.698,derby
derechista,2.905,1.7,derechista
derecho,2.286,1.454,derecho
derivación,2.273,1.804,derivacion
derivar,2.739,1.789,derivar
dermatitis,2.92,1.605,dermatitis
derogación,2.05,1.432,derogacion
derogar,1.579,0.902,derogar
derrama,3.2,1.384,derrama
derramamiento,2.833,1.654,derramamiento
derramar,2.619,1.564,derramar
derrame,3.0,1.703,derrame
derribar,4.238,1.546,derribar
derribo,3.826,1.899,derribo
derrocamiento,6.16,1.625,derrocamiento
derrocar,3.55,1.572,derrocar
derroche,3.56,2.274,derroche
derrota,2.85,1.927,derrota
derrotar,3.24,1.921,derrotar
derrumbamiento,4.682,1.524,derrumbamiento
derrumbe,4.87,1.486,derrumbe
desacato,3.286,1.978,desacato
desaceleración,3.957,1.87,desaceleracion
desacreditar,2.952,1.532,desacreditar
desactivar,2.435,1.647,desactivar
desacuerdo,2.5,1.819,desacuerdo
desafiante,1.571,0.978,desafiante
desafortunado,3.0,1.883,desafortunado
desagües,4.045,2.035,desagues
desaliento,3.52,1.982,desaliento
desalojar,3.92,2.159,desalojar
desalojo,3.9,2.198,desalojo
desamortización,2.609,1.53,desamortizacion
desamparo,2.619,1.627,desamparo
desapercibido,3.64,2.139,desapercibido
desaprobación,3.52,1.982,desaprobacion
desarmar,2.238,1.375,desarmar
desarme,2.818,1.651,desarme
desarrollar,3.36,1.604,desarrollar
desarrollo,2.773,1.716,desarrollo
desasosiego,3.739,2.435,desasosiego
desastrosa,3.72,1.882,desastrosa
desatar,3.48,1.686,desatar
desatino,2.25,1.342,desatino
desayunar,2.8,1.936,desayunar
desayuno,2.762,1.868,desayuno
desazón,2.632,1.499,desazon
desbaratar,1.826,1.435,desbaratar
desbloquear,3.042,2.196,desbloquear
desbordamiento,3.739,2.05,desbordamiento
desbordante,4.24,1.615,desbordante
desbordar,3.652,1.849,desbordar
descabello,3.833,2.14,descabello
descalabro,3.476,1.721,descalabro
descalificación,3.28,2.092,descalificacion
descalzadora,3.043,2.184,descalzadora
descalzo,1.952,1.284,descalzo
descansillo,3.68,2.015,descansillo
descapotable,3.68,2.056,descapotable
descarga,2.75,1.803,descarga
descargar,2.762,2.022,descargar
descaro,3.0,1.848,descaro
descartar,2.143,1.769,descartar
descendencia,2.5,1.67,descendencia
descendente,4.12,2.007,descendente
descender,3.88,2.068,descender
descendiente,3.5,2.018,descendiente
descentralización,3.435,2.313,descentralizacion
descerebrado,2.952,1.717,descerebrado
descifrar,2.5,1.711,descifrar
descolonización,2.96,1.904,descolonizacion
descomponer,3.52,2.293,descomponer
descomunal,4.364,2.083,descomunal
desconcertante,3.227,1.602,desconcertante
desconcierto,2.381,1.774,desconcierto
desconexión,3.409,1.764,desconexion
desconfiar,2.391,1.803,desconfiar
desconocer,2.143,1.621,desconocer
desconocimiento,3.24,2.107,desconocimiento
descontado,2.143,1.558,descontado
descrédito,2.167,1.308,descredito
describir,2.08,1.579,describir
descripción,3.48,1.982,descripcion
descriptiva,3.16,1.886,descriptiva
descubridor,1.833,1.098,descubridor
descubrimiento,3.273,2.186,descubrimiento
descubrir,3.143,2.175,descubrir
descuento,2.286,1.347,descuento
descuidar,2.409,1.593,descuidar
descuido,3.4,1.803,descuido
desdicha,3.05,1.638,desdicha
desdichada,2.905,1.609,desdichada
desdichado,2.64,1.68,desdichado
desdoblamiento,3.591,1.843,desdoblamiento
deseable,3.455,1.765,deseable
desechar,2.955,1.43,desechar
desecho,3.13,1.914,desecho
desembarcar,4.04,1.881,desembarcar
desembarco,2.714,1.678,desembarco
desembocadura,2.6,1.979,desembocadura
desembocar,2.238,1.64,desembocar
desembolso,3.12,1.9,desembolso
desempate,3.85,1.927,desempate
desempeñar,1.955,1.397,desempenar
desempeño,2.8,1.508,desempeno
desempleo,3.1,1.832,desempleo
desencadenar,3.261,2.05,desencadenar
desencanto,2.409,1.681,desencanto
desengaño,2.5,1.535,desengano
desenlace,3.0,1.947,desenlace
desentrañar,3.174,2.037,desentranar
desenvoltura,3.72,1.99,desenvoltura
desenvolver,3.043,2.246,desenvolver
desenvolvimiento,3.565,2.085,desenvolvimiento
deseoso,3.25,1.97,deseoso
desequilibrio,3.0,1.877,desequilibrio
deserción,1.375,0.719,desercion
desértico,2.545,1.845,desertico
desertización,2.889,1.937,desertizacion
desesperación,3.167,2.22,desesperacion
desesperanza,2.95,1.932,desesperanza
desestabilización,3.25,1.916,desestabilizacion
desestabilizar,2.833,2.036,desestabilizar
desestima,2.625,2.143,desestima
desestimación,2.75,1.775,desestimacion
desestimar,3.0,2.022,desestimar
desfachatez,3.792,2.187,desfachatez
desfase,3.045,2.011,desfase
desfiladero,2.05,1.538,desfiladero
desfilar,2.682,1.673,desfilar
desfile,2.857,1.931,desfile
desgarro,4.667,1.528,desgarro
desgracia,3.524,1.692,desgracia
desgraciada,4.174,2.367,desgraciada
desgraciado,2.727,1.609,desgraciado
desguace,3.32,2.096,desguace
deshacer,3.045,2.236,deshacer
deshidratación,3.13,1.766,deshidratacion
deshielo,3.522,1.974,deshielo
deshonra,4.12,2.147,deshonra
desidia,2.421,1.895,desidia
desierta,2.333,1.579,desierta
designación,2.045,1.253,designacion
designar,2.2,1.658,designar
designio,1.211,0.918,designio
desigual,3.64,2.139,desigual
desilusión,2.76,1.715,desilusion
desinencia,2.0,1.0,desinencia
desinformación,3.158,2.267,desinformacion
desintegración,4.667,1.834,desintegracion
desinterés,2.56,1.583,desinteres
desistir,3.9,2.049,desistir
deslealtad,2.095,1.411,deslealtad
desliz,3.545,1.711,desliz
deslizamiento,4.381,1.564,deslizamiento
deslizar,3.48,2.002,deslizar
deslumbrante,4.955,1.731,deslumbrante
desmantelamiento,2.909,1.9,desmantelamiento
desmantelar,3.5,1.821,desmantelar
desmentido,2.0,1.483,desmentido
desmentir,2.435,1.83,desmentir
desmontar,2.333,1.742,desmontar
desnivel,3.714,1.736,desnivel
desnudez,3.435,1.927,desnudez
desnutrición,2.913,2.109,desnutricion
desobediencia,2.48,1.327,desobediencia
desocupación,3.905,2.322,desocupacion
desolador,3.28,2.011,desolador
desorientación,3.208,2.043,desorientacion
despacio,3.292,2.095,despacio
despacito,3.6,1.633,despacito
despecho,2.429,1.568,despecho
despectivo,2.136,1.424,despectivo
despedida,2.913,1.998,despedida
despedir,2.696,1.743,despedir
despegar,2.714,1.736,despegar
despegue,3.64,1.777,despegue
despejar,2.76,1.855,despejar
despeje,3.609,1.948,despeje
despensa,1.667,1.111,despensa
desperdiciar,3.08,2.04,desperdiciar
despertar,2.36,1.524,despertar
despido,2.909,1.601,despido
desplazamiento,2.667,1.238,desplazamiento
desplazar,2.524,1.365,desplazar
desplegar,4.333,1.623,desplegar
despliegue,3.136,1.457,despliegue
desplomar,3.19,1.861,desplomar
desplome,2.87,2.007,desplome
despoblación,3.6,1.789,despoblacion
despojar,2.0,1.522,despojar
despojo,2.762,1.814,despojo
despotismo,3.421,1.677,despotismo
despreciable,4.174,2.367,despreciable
desprender,2.364,1.56,desprender
desprendimiento,4.08,1.847,desprendimiento
despreocupación,3.739,2.158,despreocupacion
desprestigio,4.048,2.133,desprestigio
desproporción,1.667,1.017,desproporcion
después,2.174,1.497,despues
despuntar,3.92,2.06,despuntar
desquite,2.3,1.418,desquite
desregulación,2.737,1.593,desregulacion
destacable,3.182,2.085,destacable
destacamento,2.947,2.094,destacamento
destello,3.6,2.141,destello
destierro,3.391,1.877,destierro
destilación,2.333,1.683,destilacion
destinar,1.96,1.306,destinar
destinatario,2.28,1.542,destinatario
destitución,2.667,1.713,destitucion
